2,4.24602
1,4.31521
1,4.33235
1,4.33712
2,4.28443
2,4.20352
2,4.31429
3,2.70309
3,2.69452
4,2.73951
4,2.72981
5,1.57275
5,1.49509
5,1.65609
6,1.66994
6,1.62765
6,1.83196
7,1.27846
7,1.06223
7,1.18882
8,0.425381
8,1.18878
8,1.00371
9,0.688714
9,0.765515
10,0.759852
10,0.795573
10,0.83854
11,0.679145
11,0.671964
11,0.591842
